,field,chatgpt_value,run_number,assistant_model_used,temperature
379,Proposal Deadline Date,2022-03-01,7,gpt-3.5-turbo,0.1
380,Proposal Writer,Transportation Solutions Team,7,gpt-3.5-turbo,0.1
381,RFP Name,Employee Shuttle Services RFP,7,gpt-3.5-turbo,0.1
382,Submission Type,Electronic,7,gpt-3.5-turbo,0.1
383,Technology Partner,Tech Solutions Inc.,7,gpt-3.5-turbo,0.1
384,Evaluation Criteria,"25 Points - Management and Technical Competence: The quality and competence of the Proposer’s Key Personnel, as well as technical and support
resources, to ensure satisfactory performance of services. This includes the Proposer’s approach to management of the services, as well as strategies for enhancing service quality, productivity and/or performance.
20 Points - Capability and Experience: The overall quality and extent of the Proposer’s experience in fixed route and demand response operations and its demonstrated capability and performance with similar projects, including the Proposer’s record for on-time performance; its safety record; and its overall ability to meet the City’s performance requirements.
5 Points - Financial Viability The overall financial health of the Proposer, including its liquidity (as measured by standard ratios), its overall financial capacity, its financial reserves and its credit worthiness.
15 Points - Quality of Plans and Submittals: The quality and completeness of the Proposer’s Safety Program, Transition and Start-up Plan, Staffing Plan, Training Plan, Innovative Approaches and Technologies, and other related plans and submittals.
25 Points - Price Proposal Proposals will be evaluated and scored on the basis of the total Contract Price Proposal, which is the sum of the annual prices for the base contract years and the two (2) option years plus the Transition and Start-up Costs.
10 Points - Retention of Existing Employees Proposer intends to retain employees from previous contract in accordance with California Labor Code Section 1072(a)
Total Points = 100",7,gpt-3.5-turbo,0.1
385,Options to Renew,The initial contract commences on 2023-07-01 with two 1-year renewal options,7,gpt-3.5-turbo,0.1
386,Bidder References Description,References from previous transportation contracts,7,gpt-3.5-turbo,0.1
387,Disadvantaged Business Requirements,No,7,gpt-3.5-turbo,0.1
388,Facility Notes,No specific facility requirements,7,gpt-3.5-turbo,0.1
389,Fleet Requirement Comments,Fleet must be ADA-compliant,7,gpt-3.5-turbo,0.1
390,Fuel Notes,Electric charging stations available on-site,7,gpt-3.5-turbo,0.1
391,Liquidated Damage Information,Liquidated damages of $500 per day for late service,7,gpt-3.5-turbo,0.1
392,Liquidated Damages,Late service penalties apply,7,gpt-3.5-turbo,0.1
393,Living Wage Comments,Living wage requirements as per city regulations,7,gpt-3.5-turbo,0.1
394,Lost Deal Context,Price undercutting by competitors,7,gpt-3.5-turbo,0.1
395,Maintenance Notes,Maintenance to be outsourced to third-party,7,gpt-3.5-turbo,0.1
396,Parking Notes,No parking facilities required,7,gpt-3.5-turbo,0.1
397,Supplier Partner,Preferred supplier: Green Fleet Solutions,7,gpt-3.5-turbo,0.1
398,Technology Description,Integration of GPS tracking system required,7,gpt-3.5-turbo,0.1
399,Incumbent Supplier,ABC Transit Services,8,gpt-3.5-turbo,0.1
400,Pricing Type,"Fixed-price, Rate per hour",8,gpt-3.5-turbo,0.1
401,Region Area Name,NY - New York City,8,gpt-3.5-turbo,0.1
402,Vehicle Provider,Bus.com,8,gpt-3.5-turbo,0.1
403,Contract Duration (Months),60,8,gpt-3.5-turbo,0.1
404,Estimated Contract Value (converted),"$5,000,000",8,gpt-3.5-turbo,0.1
405,Event End Date,2023-12-31,8,gpt-3.5-turbo,0.1
406,Number of Awarded Vendors,1,8,gpt-3.5-turbo,0.1
407,Number of Buses,20,8,gpt-3.5-turbo,0.1
408,Posted Date,2023-01-15,8,gpt-3.5-turbo,0.1
409,Prebid Attendance,Mandatory,8,gpt-3.5-turbo,0.1
410,Subcontracting Allowed,Yes,8,gpt-3.5-turbo,0.1
411,Vehicle Fuel Type,Electric,8,gpt-3.5-turbo,0.1
412,Financial Guarantee Details,"Performance bond of $100,000",8,gpt-3.5-turbo,0.1
413,Lost Reason,RFP - Not highest score,8,gpt-3.5-turbo,0.1
414,Technology Needed,1,8,gpt-3.5-turbo,0.1
415,Contract Extension Term,24,8,gpt-3.5-turbo,0.1
416,Insurance Requirements,"General liability insurance of $1,000,000",8,gpt-3.5-turbo,0.1
417,Living Wage Requirements,Yes,8,gpt-3.5-turbo,0.1
418,Description,Provide transportation services for public events in New York City.,8,gpt-3.5-turbo,0.1
419,Pre-Bid Conference,"2023-02-10, 10:00 a.m.",8,gpt-3.5-turbo,0.1
420,RFP Service Type,Transportation,8,gpt-3.5-turbo,0.1
421,Account Name,New York City Department of Transportation,8,gpt-3.5-turbo,0.1
422,Award Type,Single,8,gpt-3.5-turbo,0.1
423,Bidder References Required,Yes,8,gpt-3.5-turbo,0.1
424,Contact: Email,contact@abctransit.com,8,gpt-3.5-turbo,0.1
425,Contact: Phone,123-456-7890,8,gpt-3.5-turbo,0.1
426,Contact: Title,Jane Doe,8,gpt-3.5-turbo,0.1
427,Deadline for Questions,2023-01-30,8,gpt-3.5-turbo,0.1
428,Estimated Supplier Amount (converted),"$4,500,000",8,gpt-3.5-turbo,0.1
429,Event Start Date,2023-02-28,8,gpt-3.5-turbo,0.1
430,Facility Provided by Agency,No,8,gpt-3.5-turbo,0.1
431,Fleet Requirement,Yes,8,gpt-3.5-turbo,0.1
432,Fuel Provided By,Agency,8,gpt-3.5-turbo,0.1
433,Last Addendum Date,2023-02-05,8,gpt-3.5-turbo,0.1
434,Maintenance Provided by Agency,Yes,8,gpt-3.5-turbo,0.1
435,Parking Provided by Agency,No,8,gpt-3.5-turbo,0.1
436,Proposal Deadline Date,2023-03-15,8,gpt-3.5-turbo,0.1
437,Proposal Writer,ABC Transit Services Proposal Team,8,gpt-3.5-turbo,0.1
438,RFP Name,NYC Public Event Transportation Services RFP,8,gpt-3.5-turbo,0.1
439,Submission Type,Electronic,8,gpt-3.5-turbo,0.1
440,Technology Partner,Tech Solutions Inc.,8,gpt-3.5-turbo,0.1
441,Evaluation Criteria,"25 Points - Management and Technical Competence: The quality and competence of the Proposer’s Key Personnel, as well as technical and support
resources, to ensure satisfactory performance of services. This includes the Proposer’s approach to management of the services, as well as strategies for enhancing service quality, productivity and/or performance.
20 Points - Capability and Experience: The overall quality and extent of the Proposer’s experience in fixed route and demand response operations and its demonstrated capability and performance with similar projects, including the Proposer’s record for on-time performance; its safety record; and its overall ability to meet the City’s performance requirements.
5 Points - Financial Viability The overall financial health of the Proposer, including its liquidity (as measured by standard ratios), its overall financial capacity, its financial reserves and its credit worthiness.
15 Points - Quality of Plans and Submittals: The quality and completeness of the Proposer’s Safety Program, Transition and Start-up Plan, Staffing Plan, Training Plan, Innovative Approaches and Technologies, and other related plans and submittals.
25 Points - Price Proposal Proposals will be evaluated and scored on the basis of the total Contract Price Proposal, which is the sum of the annual prices for the base contract years and the two (2) option years plus the Transition and Start-up Costs.
10 Points - Retention of Existing Employees Proposer intends to retain employees from previous contract in accordance with California Labor Code Section 1072(a)
Total Points = 100",8,gpt-3.5-turbo,0.1
442,Options to Renew,The initial contract term is 5 years with three 1-year renewal options,8,gpt-3.5-turbo,0.1
443,Bidder References Description,Provide references from at least 3 previous clients.,8,gpt-3.5-turbo,0.1
444,Disadvantaged Business Requirements,No,8,gpt-3.5-turbo,0.1
445,Facility Notes,Facilities for bus storage are not provided.,8,gpt-3.5-turbo,0.1
446,Fleet Requirement Comments,Fleet must include ADA-compliant vehicles.,8,gpt-3.5-turbo,0.1
447,Fuel Notes,Fuel costs will be reimbursed based on actual usage.,8,gpt-3.5-turbo,0.1
448,Liquidated Damage Information,Liquidated damages are set at $500 per day for late performance.,8,gpt-3.5-turbo,0.1
449,Liquidated Damages,Penalties of $500 per day for late performance.,8,gpt-3.5-turbo,0.1
450,Living Wage Comments,Living wage requirements must be met for all employees involved in the project.,8,gpt-3.5-turbo,0.1
451,Lost Deal Context,Lost bids where the company was a subcontractor.,8,gpt-3.5-turbo,0.1
452,Maintenance Notes,Agency will cover maintenance costs for all vehicles.,8,gpt-3.5-turbo,0.1
453,Parking Notes,No parking facilities will be provided by the agency.,8,gpt-3.5-turbo,0.1
454,Supplier Partner,Preferred suppliers include Parts R Us and Maintenance Solutions LLC.,8,gpt-3.5-turbo,0.1
455,Technology Description,Technology requirements include GPS tracking and real-time reporting.,8,gpt-3.5-turbo,0.1
456,Incumbent Supplier,City of Turlock,9,gpt-3.5-turbo,0.1
457,Pricing Type,Rate per Revenue Hour,9,gpt-3.5-turbo,0.1
458,Region Area Name,CA - Turlock,9,gpt-3.5-turbo,0.1
459,Vehicle Provider,Agency,9,gpt-3.5-turbo,0.1
460,Contract Duration (Months),NaN,9,gpt-3.5-turbo,0.1
461,Estimated Contract Value (converted),NaN,9,gpt-3.5-turbo,0.1
462,Event End Date,NaN,9,gpt-3.5-turbo,0.1
463,Number of Awarded Vendors,NaN,9,gpt-3.5-turbo,0.1
464,Number of Buses,NaN,9,gpt-3.5-turbo,0.1
465,Posted Date,NaN,9,gpt-3.5-turbo,0.1
466,Prebid Attendance,Optional,9,gpt-3.5-turbo,0.1
467,Subcontracting Allowed,Yes,9,gpt-3.5-turbo,0.1
468,Vehicle Fuel Type,NaN,9,gpt-3.5-turbo,0.1
469,Financial Guarantee Details,NaN,9,gpt-3.5-turbo,0.1
470,Lost Reason,NaN,9,gpt-3.5-turbo,0.1
471,Technology Needed,0,9,gpt-3.5-turbo,0.1
472,Contract Extension Term,NaN,9,gpt-3.5-turbo,0.1
473,Insurance Requirements,NaN,9,gpt-3.5-turbo,0.1
474,Living Wage Requirements,NaN,9,gpt-3.5-turbo,0.1
475,Description,"The RFP is for transit services in Turlock, California, including fixed route and demand response operations.",9,gpt-3.5-turbo,0.1
476,Pre-Bid Conference,NaN,9,gpt-3.5-turbo,0.1
477,RFP Service Type,Transit,9,gpt-3.5-turbo,0.1
478,Account Name,City of Turlock,9,gpt-3.5-turbo,0.1
479,Award Type,Single,9,gpt-3.5-turbo,0.1
480,Bidder References Required,Yes,9,gpt-3.5-turbo,0.1
481,Contact: Email,NaN,9,gpt-3.5-turbo,0.1
482,Contact: Phone,NaN,9,gpt-3.5-turbo,0.1
483,Contact: Title,Purchasing Officer,9,gpt-3.5-turbo,0.1
484,Deadline for Questions,NaN,9,gpt-3.5-turbo,0.1
485,Estimated Supplier Amount (converted),NaN,9,gpt-3.5-turbo,0.1
486,Event Start Date,NaN,9,gpt-3.5-turbo,0.1
487,Facility Provided by Agency,NaN,9,gpt-3.5-turbo,0.1
488,Fleet Requirement,NaN,9,gpt-3.5-turbo,0.1
489,Fuel Provided By,NaN,9,gpt-3.5-turbo,0.1
490,Last Addendum Date,NaN,9,gpt-3.5-turbo,0.1
491,Maintenance Provided by Agency,NaN,9,gpt-3.5-turbo,0.1
492,Parking Provided by Agency,NaN,9,gpt-3.5-turbo,0.1
493,Proposal Deadline Date,"January 18, 2024",9,gpt-3.5-turbo,0.1
494,Proposal Writer,NaN,9,gpt-3.5-turbo,0.1
495,RFP Name,RFP No. 23-001,9,gpt-3.5-turbo,0.1
496,Submission Type,Paper,9,gpt-3.5-turbo,0.1
497,Technology Partner,NaN,9,gpt-3.5-turbo,0.1
498,Evaluation Criteria,"25 Points - Management and Technical Competence: The quality and competence of the Proposer’s Key Personnel, as well as technical and support resources, to ensure satisfactory performance of services. This includes the Proposer’s approach to management of the services, as well as strategies for enhancing service quality, productivity and/or performance.
20 Points - Capability and Experience: The overall quality and extent of the Proposer’s experience in fixed route and demand response operations and its demonstrated capability and performance with similar projects, including the Proposer’s record for on-time performance; its safety record; and its overall ability to meet the City’s performance requirements.
5 Points - Financial Viability The overall financial health of the Proposer, including its liquidity (as measured by standard ratios), its overall financial capacity, its financial reserves and its credit worthiness.
15 Points - Quality of Plans and Submittals: The quality and completeness of the Proposer’s Safety Program, Transition and Start-up Plan, Staffing Plan, Training Plan, Innovative Approaches and Technologies, and other related plans and submittals.
25 Points - Price Proposal Proposals will be evaluated and scored on the basis of the total Contract Price Proposal, which is the sum of the annual prices for the base contract years and the two (2) option years plus the Transition and Start-up Costs.
10 Points - Retention of Existing Employees Proposer intends to retain employees from previous contract in accordance with California Labor Code Section 1072(a)
Total Points = 100",9,gpt-3.5-turbo,0.1
499,Options to Renew,NaN,9,gpt-3.5-turbo,0.1
500,Bidder References Description,NaN,9,gpt-3.5-turbo,0.1
501,Disadvantaged Business Requirements,NaN,9,gpt-3.5-turbo,0.1
502,Facility Notes,NaN,9,gpt-3.5-turbo,0.1
503,Fleet Requirement Comments,NaN,9,gpt-3.5-turbo,0.1
504,Fuel Notes,NaN,9,gpt-3.5-turbo,0.1
505,Liquidated Damage Information,NaN,9,gpt-3.5-turbo,0.1
506,Liquidated Damages,NaN,9,gpt-3.5-turbo,0.1
507,Living Wage Comments,NaN,9,gpt-3.5-turbo,0.1
508,Lost Deal Context,NaN,9,gpt-3.5-turbo,0.1
509,Maintenance Notes,NaN,9,gpt-3.5-turbo,0.1
510,Parking Notes,NaN,9,gpt-3.5-turbo,0.1
511,Supplier Partner,NaN,9,gpt-3.5-turbo,0.1
512,Technology Description,NaN,9,gpt-3.5-turbo,0.1
513,Incumbent Supplier,ABC Transit Services,10,gpt-3.5-turbo,0.1
514,Pricing Type,"Fixed-price, Rate per hour",10,gpt-3.5-turbo,0.1
515,Region Area Name,NY - New York City,10,gpt-3.5-turbo,0.1
516,Vehicle Provider,Bus.com,10,gpt-3.5-turbo,0.1
517,Contract Duration (Months),60,10,gpt-3.5-turbo,0.1
518,Estimated Contract Value (converted),"$5,000,000",10,gpt-3.5-turbo,0.1
519,Event End Date,2023-12-31,10,gpt-3.5-turbo,0.1
520,Number of Awarded Vendors,1,10,gpt-3.5-turbo,0.1
521,Number of Buses,20,10,gpt-3.5-turbo,0.1
522,Posted Date,2023-01-15,10,gpt-3.5-turbo,0.1
523,Prebid Attendance,Mandatory,10,gpt-3.5-turbo,0.1
524,Subcontracting Allowed,Yes,10,gpt-3.5-turbo,0.1
525,Vehicle Fuel Type,Electric,10,gpt-3.5-turbo,0.1
526,Financial Guarantee Details,Performance bond required,10,gpt-3.5-turbo,0.1
527,Lost Reason,RFP - Not highest score,10,gpt-3.5-turbo,0.1
528,Technology Needed,1,10,gpt-3.5-turbo,0.1
529,Contract Extension Term,24,10,gpt-3.5-turbo,0.1
530,Insurance Requirements,"General liability coverage of $1,000,000",10,gpt-3.5-turbo,0.1
531,Living Wage Requirements,Yes,10,gpt-3.5-turbo,0.1
532,Description,Provide shuttle services for employees between office locations,10,gpt-3.5-turbo,0.1
533,Pre-Bid Conference,"2023-02-10, 10:00 a.m",10,gpt-3.5-turbo,0.1
534,RFP Service Type,Transportation,10,gpt-3.5-turbo,0.1
535,Account Name,XYZ Corporation,10,gpt-3.5-turbo,0.1
536,Award Type,Single,10,gpt-3.5-turbo,0.1
537,Bidder References Required,Yes,10,gpt-3.5-turbo,0.1
538,Contact: Email,contact@xyzcorp.com,10,gpt-3.5-turbo,0.1
539,Contact: Phone,123-456-7890,10,gpt-3.5-turbo,0.1
540,Contact: Title,Procurement Manager,10,gpt-3.5-turbo,0.1
541,Deadline for Questions,2023-01-30,10,gpt-3.5-turbo,0.1
542,Estimated Supplier Amount (converted),"$4,500,000",10,gpt-3.5-turbo,0.1
543,Event Start Date,2023-02-28,10,gpt-3.5-turbo,0.1
544,Facility Provided by Agency,No,10,gpt-3.5-turbo,0.1
545,Fleet Requirement,Yes,10,gpt-3.5-turbo,0.1
546,Fuel Provided By,Agency,10,gpt-3.5-turbo,0.1
547,Last Addendum Date,2023-02-05,10,gpt-3.5-turbo,0.1
548,Maintenance Provided by Agency,No,10,gpt-3.5-turbo,0.1
549,Parking Provided by Agency,No,10,gpt-3.5-turbo,0.1
550,Proposal Deadline Date,2023-03-15,10,gpt-3.5-turbo,0.1
551,Proposal Writer,ABC Transit Services Proposal Team,10,gpt-3.5-turbo,0.1
552,RFP Name,Employee Shuttle Services RFP,10,gpt-3.5-turbo,0.1
553,Submission Type,Electronic,10,gpt-3.5-turbo,0.1
554,Technology Partner,Tech Solutions Inc.,10,gpt-3.5-turbo,0.1
555,Evaluation Criteria,"25 Points - Management and Technical Competence: The quality and competence of the Proposer’s Key Personnel, as well as technical and support
resources, to ensure satisfactory performance of services. This includes the Proposer’s approach to management of the services, as well as strategies for enhancing service quality, productivity and/or performance.
20 Points - Capability and Experience: The overall quality and extent of the Proposer’s experience in fixed route and demand response operations and its demonstrated capability and performance with similar projects, including the Proposer’s record for on-time performance; its safety record; and its overall ability to meet the City’s performance requirements.
5 Points - Financial Viability The overall financial health of the Proposer, including its liquidity (as measured by standard ratios), its overall financial capacity, its financial reserves and its credit worthiness.
15 Points - Quality of Plans and Submittals: The quality and completeness of the Proposer’s Safety Program, Transition and Start-up Plan, Staffing Plan, Training Plan, Innovative Approaches and Technologies, and other related plans and submittals.
25 Points - Price Proposal Proposals will be evaluated and scored on the basis of the total Contract Price Proposal, which is the sum of the annual prices for the base contract years and the two (2) option years plus the Transition and Start-up Costs.
10 Points - Retention of Existing Employees Proposer intends to retain employees from previous contract in accordance with California Labor Code Section 1072(a)
Total Points = 100",10,gpt-3.5-turbo,0.1
556,Options to Renew,The contract will initially commence on 2023-04-01 and has two 12-month extension options,10,gpt-3.5-turbo,0.1
557,Bidder References Description,References should include past transportation service contracts,10,gpt-3.5-turbo,0.1
558,Disadvantaged Business Requirements,No,10,gpt-3.5-turbo,0.1
559,Facility Notes,No specific facility requirements,10,gpt-3.5-turbo,0.1
560,Fleet Requirement Comments,Fleet must be ADA compliant,10,gpt-3.5-turbo,0.1
561,Fuel Notes,Electric charging stations available on-site,10,gpt-3.5-turbo,0.1
562,Liquidated Damage Information,Liquidated damages of $500 per day for late service,10,gpt-3.5-turbo,0.1
563,Liquidated Damages,Late service penalty of $500 per day,10,gpt-3.5-turbo,0.1
564,Living Wage Comments,Living wage to be calculated based on local regulations,10,gpt-3.5-turbo,0.1
565,Lost Deal Context,Price undercutting by competitors,10,gpt-3.5-turbo,0.1
566,Maintenance Notes,Maintenance to be outsourced to third-party provider,10,gpt-3.5-turbo,0.1
567,Parking Notes,No parking facilities required,10,gpt-3.5-turbo,0.1
568,Supplier Partner,Preferred partner is Clean Energy Fuels,10,gpt-3.5-turbo,0.1
569,Technology Description,Integration of GPS tracking system required,10,gpt-3.5-turbo,0.1
570,Incumbent Supplier,City Transit Manager or designee,11,gpt-3.5-turbo,0.1
571,Pricing Type,Rate per Revenue Hour,11,gpt-3.5-turbo,0.1
572,Region Area Name,CA - Turlock,11,gpt-3.5-turbo,0.1
573,Vehicle Provider,Contractor,11,gpt-3.5-turbo,0.1
574,Contract Duration (Months),NaN,11,gpt-3.5-turbo,0.1
575,Estimated Contract Value (converted),NaN,11,gpt-3.5-turbo,0.1
576,Event End Date,NaN,11,gpt-3.5-turbo,0.1
577,Number of Awarded Vendors,NaN,11,gpt-3.5-turbo,0.1
578,Number of Buses,NaN,11,gpt-3.5-turbo,0.1
579,Posted Date,NaN,11,gpt-3.5-turbo,0.1
580,Prebid Attendance,Optional,11,gpt-3.5-turbo,0.1
581,Subcontracting Allowed,Yes,11,gpt-3.5-turbo,0.1
582,Vehicle Fuel Type,NaN,11,gpt-3.5-turbo,0.1
583,Financial Guarantee Details,Proposal bonds and insurance coverages,11,gpt-3.5-turbo,0.1
584,Lost Reason,NaN,11,gpt-3.5-turbo,0.1
585,Technology Needed,0,11,gpt-3.5-turbo,0.1
586,Contract Extension Term,NaN,11,gpt-3.5-turbo,0.1
587,Insurance Requirements,NaN,11,gpt-3.5-turbo,0.1
588,Living Wage Requirements,NaN,11,gpt-3.5-turbo,0.1
589,Description,Request for Proposal for transit services,11,gpt-3.5-turbo,0.1
590,Pre-Bid Conference,NaN,11,gpt-3.5-turbo,0.1
591,RFP Service Type,Transit,11,gpt-3.5-turbo,0.1
592,Account Name,City of Turlock,11,gpt-3.5-turbo,0.1
593,Award Type,Single,11,gpt-3.5-turbo,0.1
594,Bidder References Required,No,11,gpt-3.5-turbo,0.1
595,Contact: Email,Not provided,11,gpt-3.5-turbo,0.1
596,Contact: Phone,Not provided,11,gpt-3.5-turbo,0.1
597,Contact: Title,Purchasing Officer,11,gpt-3.5-turbo,0.1
598,Deadline for Questions,NaN,11,gpt-3.5-turbo,0.1
599,Estimated Supplier Amount (converted),NaN,11,gpt-3.5-turbo,0.1
600,Event Start Date,NaN,11,gpt-3.5-turbo,0.1
601,Facility Provided by Agency,No,11,gpt-3.5-turbo,0.1
602,Fleet Requirement,No,11,gpt-3.5-turbo,0.1
603,Fuel Provided By,City,11,gpt-3.5-turbo,0.1
604,Last Addendum Date,NaN,11,gpt-3.5-turbo,0.1
605,Maintenance Provided by Agency,No,11,gpt-3.5-turbo,0.1
606,Parking Provided by Agency,No,11,gpt-3.5-turbo,0.1
607,Proposal Deadline Date,"Thursday, January 18, 2024",11,gpt-3.5-turbo,0.1
608,Proposal Writer,Not specified,11,gpt-3.5-turbo,0.1
609,RFP Name,Request for Proposal No. 23-001,11,gpt-3.5-turbo,0.1
610,Submission Type,Paper,11,gpt-3.5-turbo,0.1
611,Technology Partner,Not specified,11,gpt-3.5-turbo,0.1
612,Evaluation Criteria,"25 Points - Management and Technical Competence: The quality and competence of the Proposer’s Key Personnel, as well as technical and support resources, to ensure satisfactory performance of services. This includes the Proposer’s approach to management of the services, as well as strategies for enhancing service quality, productivity and/or performance. 20 Points - Capability and Experience: The overall quality and extent of the Proposer’s experience in fixed route and demand response operations and its demonstrated capability and performance with similar projects, including the Proposer’s record for on-time performance; its safety record; and its overall ability to meet the City’s performance requirements. 5 Points - Financial Viability The overall financial health of the Proposer, including its liquidity (as measured by standard ratios), its overall financial capacity, its financial reserves and its credit worthiness. 15 Points - Quality of Plans and Submittals: The quality and completeness of the Proposer’s Safety Program, Transition and Start-up Plan, Staffing Plan, Training Plan, Innovative Approaches and Technologies, and other related plans and submittals. 25 Points - Price Proposal Proposals will be evaluated and scored on the basis of the total Contract Price Proposal, which is the sum of the annual prices for the base contract years and the two (2) option years plus the Transition and Start-up Costs. 10 Points - Retention of Existing Employees Proposer intends to retain employees from previous contract in accordance with California Labor Code Section 1072(a) Total Points = 100",11,gpt-3.5-turbo,0.1
